,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00017099583309775188,0.0007522420719794912,0.000744538481303213,0.00020105604825607028,-0.0002989181448988701,0.0004218171228263003,-0.0009350302082644714,0.00034671178023164745,-0.00035156844312356325,-0.0006539093755827983,-0.0002601437288192001,0.0003878315705432689,-0.0005717169738281105,0.0002488034593588117,-4.148941445574647e-05,0.0007145059313652416,-0.00011392744280084055,0.0009116599612603145,0.0005207607085841169,0.000157429401542832,-0.0003324374006658771,0.0008831781217711808,-0.00038461620648821716,0.00030546023528025455,9.407303797631195e-05,6.838348467178012e-07,0.00011017079067204968,0.00021960764571335345,-0.00013184117177330129,0.00047247731295689636,-6.388834150362784e-05,0.00018356244467158464,0.0003595136330993504,-0.00017521704118050454,-9.947795284360848e-05,0.0005602451882367995,-2.7547580200889045e-05,-0.00020512342728052236,1.3926157594353481e-05,0.00015336711333446788,0.00019594569098848658,-0.00029452768731483135,0.0010002662348610324,0.0006291759009760114,-0.0005682996927931815,0.00032007844752841554,0.0009480231285024419,-0.00020544219935704513,-0.00041124132051180234,5.6039047490531666e-05
2,0.0004601088943013892,0.0029365283659570844,0.0025197155274012386,-4.688495493436359e-05,-0.0010066465310811636,0.0016654843006527417,-0.0030216084070223887,0.0004365219343030211,-0.0008968561502243411,-0.002897416403821345,-0.0013265392407232142,0.001375475921497888,-0.002058737804969065,-0.00013739025580759525,-0.0012048101768803137,0.002021595249156175,-0.00067165787064282,0.0023412994976956835,0.0021523829307322244,0.0013542052223001876,-0.0011640698959613672,0.0032962848596260886,-0.00043616786302465776,0.001175880630881815,-0.001145398295962067,-0.0008623500154907142,0.0003222771479932117,0.0008677666476445881,-2.9996467702112203e-05,0.001352057765713939,-0.0001696621256975405,0.0015547612885830607,0.0007435410689832871,7.580332927889367e-05,0.00015077846933753304,0.001931694127623001,-0.00047739785248735746,-0.0014664060182639088,-0.0003551105322064683,0.00011836287336945066,0.0005006879935580003,-5.200937333322189e-05,0.00242335987465281,0.0023783828185108377,-0.0012782653042650795,0.0016815482159508253,0.0025628258458224727,-0.0012891280816478357,-0.001242232301577429,0.000381742630126498
3,0.0015438745876645236,0.004494543771414187,0.004396364216680609,-0.0010599824427234286,-0.00243794800305719,0.0027141513682766823,-0.005231471107201617,0.0004471042266675794,-0.0013388794417037242,-0.006593250628259533,-0.0039848003033760866,0.002324698687065994,-0.004533536925129235,-0.000688536281339264,-0.002197699990244227,0.0039742615516172135,-0.0013245299335888638,0.005142242786494078,0.004007501546150839,0.002749916671464918,-0.002511689838882029,0.0066107961393318355,0.0006384219454933424,0.0028546735998953073,-0.0030301010241272066,-0.0027307057100228642,-0.0008328154042059798,0.0022836963951226837,0.001979406123020886,0.003014944560821728,-4.1078580854816884e-05,0.004733002998619164,0.000312808508053219,-0.00023134284290791807,0.0015158952990698936,0.00477877186161715,-0.0006482156511583264,-0.003786934607111443,-0.0012016099423686564,-0.001091113855755285,0.00022863257224420205,0.0010460510809947026,0.0034864774770609055,0.004410040286240882,-0.0010762730170663544,0.003881400287626501,0.004253160299842353,-0.0027663264516049075,-0.0007022261013814674,0.0010896025861790001
4,0.0039273816367889,0.006090656391180387,0.005904637404179936,-0.0022725739839156395,-0.004651131265417313,0.0029883964851440577,-0.005899982101075573,0.000407146596326232,-0.001671922811084892,-0.010314085526474018,-0.0071168806254147555,0.002103631542669225,-0.007675001704636393,-0.002034190380357206,-0.0030918627140217097,0.006021583667588894,-0.0011838876337980672,0.007833994646781786,0.004375292619147044,0.0037290499223770765,-0.003649482656184061,0.010141071898342582,0.0027552814735919175,0.006029690032323681,-0.005008515885595494,-0.00555990363702601,-0.0030745841983138454,0.004425347385046654,0.0055775323738897365,0.005517353237555733,0.0007081963920868626,0.009067902497937147,-0.0006016302605071534,-0.0013235090398631528,0.0029387699086028526,0.00855462465449738,-0.001002751388858072,-0.004707379539150513,-0.002192198729435194,-0.0022664983361265992,-6.508852575522509e-05,0.0020952223743517366,0.004142763388395754,0.005842480543552457,-0.0004005401636995521,0.006706078926952418,0.006844201760836131,-0.004333737579549939,0.0014282408257979555,0.001834354681320649
5,0.00637878090934146,0.0071784557962123845,0.007917725785105703,-0.003711196667961674,-0.008395001830093046,0.00210595720909794,-0.006010380411781391,-0.00029851403681114343,-0.0028843784122466955,-0.014042070568712104,-0.009979564734206867,0.001387033261946718,-0.01092557042496178,-0.002851931948793921,-0.0033099666824531245,0.007103566616785261,0.00023619117731228786,0.009310146966785773,0.003997378620831291,0.006177596600205068,-0.003959973598597404,0.013851553524824266,0.0058461757483120776,0.010967659555914968,-0.006943646759232191,-0.00845832911978778,-0.005793979836159082,0.007516241815419263,0.0112184447830436,0.008526853506874934,0.0008793270986327237,0.012791315701190163,-0.0009700640989080389,-0.0019341030287256598,0.003318342677608659,0.01234769063205156,-0.0009301039305116188,-0.0046284143401198906,-0.0014705100580001585,-0.00428933097150124,-0.0015653759991186163,0.002175406498717313,0.0050710166225376736,0.007196123623101836,0.0009214811824977499,0.010060348622140797,0.009796578806112633,-0.005034639077317421,0.003053349739812238,0.004762495733870746
6,0.008908380507379137,0.007624790141974449,0.01056017587894845,-0.005405014845114006,-0.012341793881616686,0.0009356601832531792,-0.006977974400487338,-0.002137209361809091,-0.004435374238758409,-0.017364220720205045,-0.013500046571575785,0.0010365057678713217,-0.013607956388706776,-0.0034078881709438107,-0.0024422698045184783,0.006296852056348858,0.0023877206789659584,0.010472761130288295,0.0026220899649541975,0.009760359544502663,-0.004445928315927682,0.018092071444370948,0.008887542721766022,0.016591306868757108,-0.008605609641636442,-0.010444993030933465,-0.009411854460401946,0.012003652721770952,0.01693413357135721,0.011416379394368995,0.0004710299508301655,0.016296861523894313,8.820108154554234e-05,-0.0013672394180966783,0.0023264385624020677,0.017116670470011502,-0.0012706568978840733,-0.005404022164672096,0.0009166905742035983,-0.006680732681022147,-0.004285358841243315,0.0022957141190709743,0.006571416852847738,0.009072968558543129,0.0017948267097793447,0.014415472828007047,0.010897112554946861,-0.005270978915827377,0.004184286865198821,0.009163763176294547
7,0.012803118650477714,0.007323923380247599,0.01411901680956704,-0.006438599915309882,-0.016401863265309742,0.002208021238237665,-0.008130105104068494,-0.004002610005426322,-0.008154434960021165,-0.019996881731227014,-0.016332370061514976,-0.0004930594274515554,-0.01669040345961904,-0.0029009672122645614,0.00013807064414631844,0.0050489109233360675,0.005032428737166138,0.012240349088565756,0.001049167682942466,0.013584496259133279,-0.004439935431162753,0.02178664782657435,0.011361206613281044,0.023040021548409246,-0.009746229043178092,-0.012285383707449565,-0.013924074032954516,0.0174292153212247,0.022207046857147156,0.01425575332450018,0.0007900179019526943,0.019951134274569078,0.0012834140410038662,-0.00016248037830757537,0.0014699483395900258,0.022267562068996875,-0.003238328515184233,-0.0063510145623623775,0.0043044218664811396,-0.008178683239151342,-0.008420514140452633,0.003777888829858745,0.00872100070324477,0.011375469758080972,0.002070704166709294,0.018709360229675513,0.011408133363035824,-0.005306873628100717,0.006199822737711996,0.013182517742978976
8,0.017526835813519367,0.006220488322278783,0.018567673117257044,-0.00654822834096398,-0.020975180268736418,0.004793939329096782,-0.010202362877961448,-0.005749841331067123,-0.013010890117939893,-0.02213845992745417,-0.018704105457129985,-0.004302322511340814,-0.020869348450689544,-0.001991035965560537,0.004390590166679857,0.003060147328441372,0.008829953977172669,0.01342148377022594,0.0002807773528120518,0.017878333127992745,-0.005026755156501995,0.023985474245456204,0.013135490116671124,0.02965249006988003,-0.010862366527980201,-0.014780712035289044,-0.018741907068401373,0.022669395315273424,0.02622465103909185,0.016654683233792846,0.000733207027507413,0.023521328614371673,0.002958925166200314,0.0012180988738070516,0.0007844039312607853,0.027200252881446826,-0.006419835241462715,-0.007398757444660568,0.00901976096637358,-0.008750597980714299,-0.011750061665075251,0.006839940954708932,0.01025314858324078,0.014402575873851612,0.0029364834550307355,0.022317550965118116,0.011677573208005481,-0.004071227465596503,0.009002490628540593,0.01619813265636585
9,0.022128111207905803,0.0048148948065800095,0.023866517190677766,-0.006098006214553419,-0.02498688892680138,0.006280712923551378,-0.01180735907160235,-0.007212888687259142,-0.018250007798062552,-0.023705046942053918,-0.021585429676042718,-0.008824531718023935,-0.02461088141782754,-0.0016758538370012011,0.010275955974065935,0.00017598476310577357,0.012877898472410113,0.014067738876861689,0.00018217894816771737,0.02215162497688731,-0.006281847205793481,0.02596475189016073,0.014696052431265066,0.03734019418149012,-0.012356675818902426,-0.018467521663305418,-0.023169271421438774,0.027301756253364354,0.029696668889492708,0.018704930499041032,-0.0005235675314376771,0.027503076235184127,0.004553204120881411,0.0028771421289759016,-0.00016315228137794434,0.03248627718908045,-0.009864561852667238,-0.008764060338153842,0.01466944954689164,-0.009567782382682395,-0.014513806728606115,0.009661258520770974,0.01175156166688567,0.018222810134289356,0.004028709119055822,0.024544464603514914,0.012141896577237802,-0.002593299968646777,0.012627419057007424,0.01895412393726927
